date,corrida,leadtime,valid_time,PP,HR2,T2,dirViento10,magViento10,PSFC,ACLWDNB,ACLWUPB,ACSWDNB,TSLB,SMOIS,GHI_Wm2
20230304,0,18,2023-03-04 18:00:00,0.0,22.01947784423828,35.519775390625,140.36721801757812,2.28153133392334,995.7169799804688,24443460.0,30180526.0,19090834.0,39.90866088867188,0.1346633583307266,924.9669444444445
20230304,0,19,2023-03-04 19:00:00,0.0,21.91217803955078,35.515106201171875,140.1007843017578,2.1277034282684326,994.9911499023438,25885790.0,32262456.0,22020724.0,40.963714599609375,0.134659931063652,813.8583333333333
20230304,0,20,2023-03-04 20:00:00,0.0,21.737136840820312,35.3380126953125,110.97445678710938,2.389425277709961,994.1495971679688,27332846.0,34309328.0,24350946.0,41.12957763671875,0.134659931063652,647.2838888888889
20230304,0,21,2023-03-04 21:00:00,0.0,22.15277671813965,34.639984130859375,96.67273712158205,1.3605880737304688,994.103271484375,28779872.0,36299900.0,25933846.0,40.37472534179688,0.1346656233072281,439.69444444444446
20230304,0,22,2023-03-04 22:00:00,0.0,23.717470169067383,33.705078125,95.281005859375,2.6703286170959477,994.4902954101562,30235162.0,38213436.0,26691848.0,38.905364990234375,0.134682223200798,210.5561111111111
20230304,0,23,2023-03-04 23:00:00,0.0,30.79317855834961,29.6044921875,75.20146179199219,2.232102632522583,994.7042236328124,31674918.0,39997260.0,26784160.0,36.63180541992188,0.1347212940454483,25.642222222222223
20230304,0,24,2023-03-05 00:00:00,0.0,36.56002807617188,26.982421875,56.53538513183594,2.651259183883667,995.5501098632812,33085286.0,41713416.0,26784160.0,34.45391845703125,0.1347690224647522,0.0
20230304,0,25,2023-03-05 01:00:00,0.0,37.649356842041016,25.190673828125,55.21717834472656,2.6057560443878174,996.1766357421876,34459496.0,43389252.0,26784160.0,32.51220703125,0.1348202228546142,0.0
20230304,0,26,2023-03-05 02:00:00,0.0,38.8675422668457,24.18896484375,47.71809768676758,2.5370469093322754,996.3234252929688,35818492.0,45034480.0,26784160.0,30.8411865234375,0.134866863489151,0.0
20230304,0,27,2023-03-05 03:00:00,0.0,42.64957427978516,23.431427001953125,44.50886917114258,2.4553639888763428,996.5899047851562,37168840.0,46655916.0,26784160.0,29.413818359375,0.1349172443151474,0.0
20230304,0,28,2023-03-05 04:00:00,0.0,45.66218566894531,22.853790283203125,46.2923583984375,2.5845160484313965,997.03271484375,38510412.0,48253904.0,26784160.0,28.1751708984375,0.1349724382162094,0.0
20230304,0,29,2023-03-05 05:00:00,0.0,48.92439270019531,21.88592529296875,41.23692321777344,2.886152505874634,997.1016235351562,39852668.0,49839492.0,26784160.0,27.13604736328125,0.1350291818380355,0.0
20230304,0,30,2023-03-05 06:00:00,0.0,51.00558853149414,21.465118408203125,30.20650863647461,2.5935211181640625,996.7825317382812,41176352.0,51406388.0,26784160.0,26.197998046875,0.135089561343193,0.0
20230304,0,31,2023-03-05 07:00:00,0.0,53.52495956420898,20.86532592773437,21.80840301513672,2.3262953758239746,996.6715698242188,42493084.0,52957900.0,26784160.0,25.36785888671875,0.1351491063833236,0.0
20230304,0,32,2023-03-05 08:00:00,0.0,56.6404914855957,20.26409912109375,13.828750610351562,2.5318045616149902,996.6162109375,43802184.0,54494492.0,26784160.0,24.61993408203125,0.1352124661207199,0.0
20230304,0,33,2023-03-05 09:00:00,0.0,60.29759216308594,19.857818603515625,18.306617736816406,2.356456756591797,996.9205322265624,45109248.0,56019428.0,26784160.0,23.95831298828125,0.1352778077125549,0.0
20230304,0,34,2023-03-05 10:00:00,0.0,65.34748840332031,19.25531005859375,14.024772644042969,2.558009147644043,997.4541015625,46411496.0,57533336.0,26784160.0,23.36019897460937,0.1353470534086227,0.0
20230304,0,35,2023-03-05 11:00:00,0.0,57.14875793457031,21.744598388671875,15.77056884765625,2.8561177253723145,997.8404541015624,47710440.0,59067756.0,27062940.0,23.325592041015625,0.1354166716337204,77.43888888888888
20230304,0,36,2023-03-05 12:00:00,0.0,49.28865432739258,25.36248779296875,8.842613220214844,3.952846050262451,997.9906616210938,49031968.0,60709364.0,28124656.0,24.56365966796875,0.1354817897081375,294.9211111111111
20230304,0,37,2023-03-05 13:00:00,0.0,43.91658782958984,28.56707763671875,3.2198486328125,5.090708255767822,997.9417724609376,50385036.0,62461612.0,29994364.0,26.697723388671875,0.1355447024106979,519.3633333333333
20230304,0,38,2023-03-05 14:00:00,0.0,37.81157684326172,31.13900756835937,3.539337158203125,4.909997463226318,997.9879760742188,51767160.0,64311824.0,32566008.0,29.328338623046875,0.1355988979339599,714.3455555555555
20230304,0,39,2023-03-05 15:00:00,0.0,31.39551544189453,33.328399658203125,1.1456069946289062,4.8073601722717285,997.8287353515624,53175568.0,66256676.0,35670944.0,32.25067138671875,0.1356399655342102,862.4822222222223
20230304,0,40,2023-03-05 16:00:00,0.0,25.38805389404297,34.787017822265625,4.4395751953125,4.860777854919434,997.249267578125,54600716.0,68278568.0,39096528.0,35.107391357421875,0.1356608271598816,951.5511111111111
20230304,0,41,2023-03-05 17:00:00,0.0,23.0976505279541,35.5897216796875,7.250389099121094,4.496247291564941,996.7793579101562,56036392.0,70343776.0,42599748.0,37.49874877929688,0.1356688886880874,973.1166666666667
20230304,0,42,2023-03-05 18:00:00,0.0,22.86299705505371,36.243988037109375,20.686424255371094,4.461777687072754,995.7205200195312,57497932.0,72430872.0,45920516.0,39.317413330078125,0.1356750130653381,922.4355555555555
20230304,0,43,2023-03-05 19:00:00,0.0,20.14319610595703,36.33566284179688,21.891075134277344,4.451342105865479,994.8316040039062,58957060.0,74499976.0,48841120.0,40.17425537109375,0.1356736123561859,811.2788888888889
20230304,0,44,2023-03-05 20:00:00,0.0,18.98599624633789,36.013641357421875,32.89006423950195,4.9892778396606445,994.1117553710938,60412224.0,76532984.0,51161144.0,40.247314453125,0.1356739997863769,644.4511111111111
20230304,0,45,2023-03-05 21:00:00,0.0,24.12375259399414,35.038909912109375,36.71184539794922,3.956239700317383,993.7958374023438,61863652.0,78505544.0,52729976.0,39.557159423828125,0.135683923959732,435.7866666666667
20230304,0,46,2023-03-05 22:00:00,0.0,21.035356521606445,33.370208740234375,45.91789627075195,3.8213589191436768,993.9506225585938,63328184.0,80405688.0,53471828.0,38.21286010742188,0.1357049793004989,206.07
20230304,0,47,2023-03-05 23:00:00,0.0,25.27053642272949,29.7310791015625,50.93380355834961,3.209432601928711,994.1421508789062,64724596.0,82200976.0,53559824.0,36.186279296875,0.1357230693101883,24.44333333333333
20230304,0,48,2023-03-06 00:00:00,0.0,31.49549674987793,27.392364501953125,45.07585906982422,2.888331890106201,994.7581787109376,66098940.0,83923376.0,53559824.0,34.210968017578125,0.1357591897249221,0.0
20230304,0,49,2023-03-06 01:00:00,0.0,32.96512222290039,25.64349365234375,32.34526443481445,2.86234712600708,995.1743774414062,67476168.0,85612864.0,53559824.0,32.520294189453125,0.1358014643192291,0.0
20230304,0,50,2023-03-06 02:00:00,0.0,37.929141998291016,24.04769897460937,26.904788970947266,2.6955783367156982,995.6431884765624,68838624.0,87271904.0,53559824.0,31.025604248046875,0.1358464360237121,0.0
20230304,0,51,2023-03-06 03:00:00,0.0,41.686126708984375,22.654449462890625,23.93135070800781,2.476675271987915,996.1860961914062,70175544.0,88893496.0,53559824.0,29.628326416015625,0.1358966082334518,0.0
20230304,0,52,2023-03-06 04:00:00,0.0,43.7384033203125,22.03759765625,23.294517517089844,2.5433554649353027,997.0157470703124,71499144.0,90486960.0,53559824.0,28.3695068359375,0.1359491646289825,0.0
20230304,0,53,2023-03-06 05:00:00,0.0,45.235939025878906,21.24520874023437,20.81927490234375,2.7461607456207275,997.0177001953124,72815944.0,92063720.0,53559824.0,27.285186767578125,0.1360017508268356,0.0
20230304,0,54,2023-03-06 06:00:00,0.0,47.09912490844727,20.740478515625,16.80401611328125,2.619953155517578,996.708740234375,74121816.0,93623360.0,53559824.0,26.32211303710937,0.1360550373792648,0.0
20230304,0,55,2023-03-06 07:00:00,0.0,49.49984359741211,20.0145263671875,18.72809600830078,2.517564296722412,996.3370361328124,75415904.0,95166752.0,53559824.0,25.45770263671875,0.1361087709665298,0.0
20230304,0,56,2023-03-06 08:00:00,0.0,52.1363410949707,19.51611328125,18.663375854492188,2.567826271057129,996.3490600585938,76704344.0,96695016.0,53559824.0,24.68231201171875,0.1361641734838485,0.0
20230304,0,57,2023-03-06 09:00:00,0.0,54.857208251953125,19.294586181640625,18.82445526123047,2.768890619277954,996.6774291992188,77981288.0,98210952.0,53559824.0,23.979888916015625,0.1362220197916031,0.0
20230304,0,58,2023-03-06 10:00:00,0.0,58.33224487304688,18.588775634765625,21.758445739746094,2.885939836502075,996.8834228515624,79240680.0,99716976.0,53559824.0,23.333953857421875,0.1362819969654083,0.0
20230304,0,59,2023-03-06 11:00:00,0.0,52.12407684326172,21.0382080078125,18.988204956054688,3.4132301807403564,997.4086303710938,80502904.0,101239720.0,53800496.0,23.20843505859375,0.136340782046318,66.85333333333334
20230304,0,60,2023-03-06 12:00:00,0.0,45.19314956665039,24.400634765625,14.583084106445312,3.792063474655152,997.495849609375,81781960.0,102859424.0,54785280.0,24.305450439453125,0.1363975554704666,273.5511111111111
20230304,0,61,2023-03-06 13:00:00,0.0,38.7419319152832,27.734588623046875,12.220428466796877,4.7311787605285645,997.5858154296876,83076824.0,104588496.0,56648060.0,26.377197265625,0.1364486664533615,517.4388888888889
20230304,0,62,2023-03-06 14:00:00,0.0,32.37010192871094,30.40447998046875,358.99517822265625,4.785159587860107,997.6057739257812,84399064.0,106417472.0,59239732.0,28.961944580078125,0.1364901661872863,719.9088888888889
20230304,0,63,2023-03-06 15:00:00,0.0,27.2374324798584,32.35772705078125,4.42822265625,5.4263458251953125,997.260986328125,85742752.0,108333744.0,62370684.0,31.748321533203125,0.1365173608064651,869.7088888888889
20230304,0,64,2023-03-06 16:00:00,0.0,24.86393547058105,33.4957275390625,14.392532348632812,5.563989639282227,996.3754272460938,87112696.0,110312088.0,65811252.0,34.343414306640625,0.1365331262350082,955.7133333333334
20230304,0,65,2023-03-06 17:00:00,0.0,22.69793510437012,34.3526611328125,21.944313049316406,5.239985466003418,995.44873046875,88521752.0,112330240.0,69235200.0,36.49386596679688,0.1365430653095245,951.0966666666667
